Search Query,Results Found,GitHub,How Found
,,NREL/REopt-API-Analysis,Umbrella
,,NREL/adaptive-splines,Umbrella
,,NREL/haystack_ruby,Umbrella
,,NREL/MATBOX_Microstructure_analysis_toolbox,Umbrella
,,NREL/gradeit,Umbrella
,,NREL/nrelUtilityExt,Umbrella
,,NREL/dgen,Umbrella
,,NREL/SystemsAnalysisReports,Umbrella
,,NREL/shift,Umbrella
,,NREL/cambium22_lrmer,Umbrella
,,NREL/pyvisco,Umbrella
,,NREL/BatFinder_Smart_Video_BioFilter,Umbrella
,,NREL/OpenStudio-benchmarks,Umbrella
,,NREL/conan-openstudio-ruby,Umbrella
,,NREL/streamm-tools,Umbrella
,,NREL/alfalfa-kafka-bridge,Umbrella
,,NREL/PhIRE,Umbrella
,,NREL/cloud-tools,Umbrella
,,NREL/OpenStudioLabs,Umbrella
,,NREL/hpxml_version_translator,Umbrella
,,NREL/SAInt_HELICS_interface,Umbrella
,,NREL/boptest-dashboard,Umbrella
,,NREL/FORCE,Umbrella
,,NREL/a2e2g,Umbrella
,,NREL/sep-project-map,Umbrella
,,NREL/openfast-turbine-models,Umbrella
,,NREL/iv_params,Umbrella
,,NREL/PIDG,Umbrella
,,NREL/api-umbrella-static-site,Umbrella
,,NREL/dencity-web,Umbrella
,,NREL/bricr,Umbrella
,,NREL/CLT-LCA-Tool,Umbrella
,,NREL/floorspace.js,Umbrella
,,NREL/ml4pd,Umbrella
,,NREL/hasty,Umbrella
,,NREL/latex_editing,Umbrella
,,NREL/MODAQ,Umbrella
,,NREL/ciff,Umbrella
,,NREL/nodehaystack,Umbrella
,,NREL/dw-tap-api,Umbrella
,,NREL/hybrid-rl-mpc4clr,Umbrella
,,NREL/mpc4clr,Umbrella
,,NREL/solar-PTES,Umbrella
,,NREL/alfalfa-action,Umbrella
,,NREL/learning-building-control,Umbrella
,,NREL/SOWFA,Umbrella
,,NREL/alfabet,Umbrella
,,NREL/sulfur_tes_ml,Umbrella
,,NREL/SEAS,Umbrella
,,NREL/SLiDE,Umbrella
,,NREL/connected-community,Umbrella
,,NREL/celavi,Umbrella
,,NREL/ysi.ml.nrel.gov-frontend,Umbrella
,,NREL/docker-energyplus,Umbrella
,,NREL/Machine-Learning-Pipeline,Umbrella
,,NREL/sensor-impact-evaluation-and-verification,Umbrella
,,NREL/FDD-RTU,Umbrella
,,NREL/cpd-batch-upload,Umbrella
,,NREL/PVcircuit,Umbrella
,,NREL/RODeO,Umbrella
,,NREL/rlc4clr,Umbrella
,,NREL/ml4pd_models,Umbrella
,,NREL/FESTIV_MODEL,Umbrella
,,NREL/nfp,Umbrella
,,NREL/FEDIS,Umbrella
,,NREL/fpeam,Umbrella
,,NREL/dwind,Umbrella
,,NREL/PyChargeModel,Umbrella
,,NREL/OSIF,Umbrella
,,NREL/MPRL,Umbrella
,,NREL/powerscenarios,Umbrella
,,NREL/Panel-Segmentation,Umbrella
,,NREL/NREL-Branding-React-NPM-Package,Umbrella
,,NREL/api-umbrella-cookbook,Umbrella
,,NREL/spawn-ci,Umbrella
,,NREL/INN-interface,Umbrella
,,NREL/lore,Umbrella
,,NREL/pySMARTS,Umbrella
,,NREL/catcost-data-tools,Umbrella
,,NREL/DER-Dispatch,Umbrella
,,NREL/Grid-Forecasting,Umbrella
,,NREL/Solar-Forecasting,Umbrella
,,NREL/RDMREopt.jl,Umbrella
,,NREL/BUTTER-Better-Understanding-of-Training-Topologies-through-Empirical-Results,Umbrella
,,NREL/docker-openstudio-r,Umbrella
,,NREL/hvac_resources,Umbrella
,,NREL/PVwindow,Umbrella
,,NREL/H5PLEXOS.jl,Umbrella
,,NREL/OpenStudio-aws-gem,Umbrella
,,NREL/INNfoil,Umbrella
,,NREL/mappymatch-examples,Umbrella
,,NREL/DC2AC,Umbrella
,,NREL/nrel-iconomatic,Umbrella
,,NREL/ProgressiveHedging.jl,Umbrella
,,NREL/stepwise,Umbrella
,,NREL/cheeta-clip,Umbrella
,,NREL/lhs,Umbrella
,,NREL/PV-DMFA,Umbrella
,,NREL/TrafficVolumeEstimation,Umbrella
,,NREL/hsds-examples,Umbrella
,,NREL/CO2ROpt,Umbrella
,,NREL/HumidityImpacts,Umbrella
,,NREL/WaterTAP3,Umbrella
,,NREL/EnergyIntensityIndicators,Umbrella
,,NREL/scc,Umbrella
,,NREL/power-gas-coordination,Umbrella
,,NREL/human-metrics-explore,Umbrella
,,NREL/ConductorIdentification,Umbrella
,,NREL/geothermal_osr,Umbrella
,,NREL/rtu-coordination,Umbrella
,,NREL/densegranFoam,Umbrella
,,NREL/edv_synthetic_smart_meter_data,Umbrella
,,NREL/hsds-viz,Umbrella
,,NREL/virtual-battery-aggregator,Umbrella
,,NREL/cpd-docs,Umbrella
,,NREL/h5plexos,Umbrella
,,NREL/GANISP,Umbrella
,,NREL/diversity_SR,Umbrella
,,NREL/EERE-Application-Template-Bootstrap-5,Umbrella
,,NREL/SolarResourceTools,Umbrella
,,NREL/ModuleOT,Umbrella
,,NREL/cloud_fs,Umbrella
,,NREL/SLiDEData,Umbrella
,,NREL/eere_app_module,Umbrella
,,NREL/EVI-OnDemand,Umbrella
,,NREL/psychrometricsExt,Umbrella
,,NREL/routee-api-demo,Umbrella
,,NREL/mobility_landscape,Umbrella
,,NREL/CombIgor,Umbrella
,,NREL/eere-app-template,Umbrella
,,NREL/ROSCO_toolbox,Umbrella
,,NREL/alfalfa-extensions,Umbrella
,,NREL/IBSL,Umbrella
,,NREL/PyPSCAD,Umbrella
,,NREL/Waterfall.jl,Umbrella
,,NREL/CEWAM,Umbrella
,,NREL/catcost-docs,Umbrella
,,NREL/pvinverter,Umbrella
,,NREL/AI-Batt-OS,Umbrella
,,NREL/mobility_landscapeapp,Umbrella
,,NREL/SISSORegressor_MATLAB,Umbrella
,,NREL/EFFORT,Umbrella
,,NREL/drupal-vm,Umbrella
,,NREL/dw-tap-demo,Umbrella
,,NREL/ev-building-demands-2021,Umbrella
,,NREL/eere-ie-projects-map,Umbrella
,,NREL/fhwa-streetlight-aadt-validation,Umbrella
,,NREL/BESTEST-GSR-ARCHIVE,Umbrella
,,NREL/CryptoConfig,Umbrella
,,NREL/OpenStudio-fault-measure-gem,Umbrella
,,NREL/PVLCOE,Umbrella
,,NREL/clustering-analysis-domain-agnostic-features-2018,Umbrella
,,NREL/K_Road,Umbrella
,,NREL/QIS,Umbrella
,,NREL/bewley,Umbrella
,,NREL/ATHENA-forecast,Umbrella
,,NREL/eere_app_custom,Umbrella
,,NREL/ComStock,Umbrella
,,NREL/dss-cosim,Umbrella
,,NREL/HybridBOSSE,Umbrella
,,NREL/mf_econ_dispatch_dash,Umbrella
,,NREL/hdev-depot-charging-2021,Umbrella
,,NREL/vapor,Umbrella
,,NREL/lcoc-ldevs,Umbrella
,,NREL/PSSE_Network_Reduction,Umbrella
,,NREL/reV_Dashboard,Umbrella
,,NREL/ml-combustion-pdf-models,Umbrella
,,NREL/GEAR-SCouP,Umbrella
,,NREL/usbuildingtypology,Umbrella
,,NREL/Caltalyst-Layer-Crack-Detector-CLCD,Umbrella
,,NREL/EULP.github.io,Umbrella
,,NREL/openstudio-metadata-gem,Umbrella
,,NREL/NaTGenPD,Umbrella
,,NREL/SecurityTest,Umbrella
,,NREL/Solar-for-Industry-Process-Heat,Umbrella
,,NREL/ESIFHPC3,Umbrella
,,NREL/EVI-Pro-Lite,Umbrella
,,NREL/HARP_Opt,Umbrella
,,NREL/tracknodes,Umbrella
,,NREL/MAGMA,Umbrella
,,NREL/BuildingStandardsData,Umbrella
,,NREL/python-mlep,Umbrella
,,NREL/dw-tap-app,Umbrella
,,NREL/dao-tk,Umbrella
,,NREL/feedstock_machine_vision,Umbrella
,,NREL/MinCostFlows.jl,Umbrella
,,NREL/Tandem_Solar_Cells,Umbrella
,,NREL/dgen_globetrotter,Umbrella
,,NREL/eere-eti-mapbox,Umbrella
,,NREL/OpenStudio-Recommendation-Engine,Umbrella
,,NREL/BioproductTransitionDynamics,Umbrella
,,NREL/infovis-parallel,Umbrella
,,NREL/EMISApproximateEquilibrium.jl,Umbrella
,,NREL/ATHENA-aspires,Umbrella
,,NREL/ATHENA-sumo,Umbrella
,,NREL/project1-boptest,Umbrella
,,NREL/ThermalRagone,Umbrella
,,NREL/ATHENA-bus,Umbrella
,,NREL/bootstrap_eere_app,Umbrella
,,NREL/EMISCompetitiveEquilibrium.jl,Umbrella
,,NREL/EMIS-Data,Umbrella
,,NREL/Secondary_pore_network,Umbrella
,,NREL/WESyS-Model,Umbrella
,,NREL/tda-ps,Umbrella
,,NREL/WaterSystems.jl,Umbrella
,,NREL/execjs,Umbrella
,,NREL/opf_matrices,Umbrella
,,NREL/WRP-Flexibility,Umbrella
,,NREL/nrel_solarpaces_profile,Umbrella
,,NREL/nrel_iconomatic,Umbrella
,,NREL/deep-image-prior-cfd,Umbrella
,,NREL/ParaOptimizationNS3,Umbrella
,,NREL/nginx,Umbrella
,,NREL/FIB-SEM-EBSD-particle-scale-analysis,Umbrella
,,NREL/eplusout,Umbrella
,,NREL/ESIFHPC2,Umbrella
,,NREL/Industry-energy-data-book,Umbrella
,,NREL/NAFNoise,Umbrella
,,NREL/communications-project,Umbrella
,,NREL/drupal-ecleds-enter,Umbrella
,,NREL/OpenStudio-Calibration-Measures,Umbrella
,,NREL/CapacityCredit.jl,Umbrella
,,NREL/ResourceAdequacy.jl,Umbrella
,,NREL/PRASBase.jl,Umbrella
,,NREL/docker-openstudio-rnotebook,Umbrella
,,NREL/pywtk,Umbrella
,,NREL/JModelica,Umbrella
,,NREL/bokeh-streaming,Umbrella
,,NREL/MAFRIT,Umbrella
,,NREL/EPXMLPreprocessor,Umbrella
,,NREL/OpenStudio-Analysis-Spreadsheet-1.14.0-LTS,Umbrella
,,NREL/simplecov,Umbrella
,,NREL/docker-ubuntu-jmodelica,Umbrella
,,NREL/DG2,Umbrella
,,NREL/docker4drupal,Umbrella
,,NREL/wakebench_swift,Umbrella
,,NREL/pycall.rb,Umbrella
,,NREL/php,Umbrella
,,NREL/media_entity_image,Umbrella
,,NREL/bedrock,Umbrella
,,NREL/CSG-public,Umbrella
,,NREL/cod,Umbrella
,,NREL/TEASER,Umbrella
,,NREL/phpflickr,Umbrella
,,NREL/flickrapi,Umbrella
,,NREL/AESD,Umbrella
,,NREL/daft,Umbrella
,,NREL/OpenStudio-R-Packages,Umbrella
,,NREL/openstudio-cli-demo,Umbrella
,,NREL/AirflowNetwork,Umbrella
,,NREL/View3D-3.2,Umbrella
,,NREL/EnergyPlusRelease,Umbrella
,,NREL/skyline,Umbrella
,,NREL/openstudio-urban-measures,Umbrella
,,NREL/pfibs,Umbrella
,,NREL/dynamo,Umbrella
,,NREL/composer-patches,Umbrella
,,NREL/MetMastVis,Umbrella
,,NREL/block-random,Umbrella
,,NREL/repra,Umbrella
,,NREL/rts-vis-app,Umbrella
,,NREL/rts-data,Umbrella
,,NREL/bootstrap-slider,Umbrella
,,NREL/pydbus,Umbrella
,,NREL/DSS2ePHASOR,Umbrella
,,NREL/TITANIC,Umbrella
,,NREL/pv_soiling,Umbrella
,,NREL/OpenStudio-EMS-Measures,Umbrella
,,NREL/drupal-nginx,Umbrella
,,NREL/TEAM-TDM,Umbrella
,,NREL/cooptima-co-optimizer,Umbrella
,,NREL/DNP3_server_labview_code_PV_application,Umbrella
,,NREL/DRC-Uptower-Measurements,Umbrella
,,NREL/Industrial-Heat-Demand-Analysis,Umbrella
,,NREL/routeE,Umbrella
,,NREL/pv_tomcat,Umbrella
,,NREL/satis,Umbrella
,,NREL/L-TERRA,Umbrella
,,NREL/scout,Umbrella
,,NREL/fpv_technical_potential,Umbrella
,,NREL/bsm-learning,Umbrella
,,NREL/iiESI.org,Umbrella
,,NREL/drupal-php,Umbrella
,,NREL/kaleidoscope,Umbrella
,,NREL/t24compliance-web,Umbrella
,,NREL/OpenStudio-build-shas,Umbrella
,,NREL/vendor-registration-project,Umbrella
,,NREL/htem-api-examples,Umbrella
,,NREL/OpenStudio-analysis-spreadsheet,Umbrella
,,NREL/php-nginx,Umbrella
,,NREL/gridlab-d,Umbrella
,,NREL/buspy,Umbrella
,,NREL/rplexos,Umbrella
,,NREL/dam,Umbrella
,,NREL/solarpaces-project,Umbrella
,,NREL/aces_investigator,Umbrella
,,NREL/small-vendor-db,Umbrella
,,NREL/eom-project,Umbrella
,,NREL/dam-project,Umbrella
,,NREL/nrel_vendor_registration_profile-project,Umbrella
,,NREL/SOEP-Docs,Umbrella
,,NREL/bower-URBANopt-ol-cesium,Umbrella
,,NREL/streamm-tools-tests,Umbrella
,,NREL/wp3-docs,Umbrella
,,NREL/drupal,Umbrella
,,NREL/IPMVP,Umbrella
,,NREL/volttime,Umbrella
,,NREL/OpenStudio-Prototype-Buildings,Umbrella
,,NREL/legacy-openstudio,Umbrella
,,NREL/SolarResourceModelsandTools,Umbrella
,,NREL/example-drops-8-composer,Umbrella
,,NREL/capistrano_nrel_ext,Umbrella
,,NREL/OpenStudio-PTool,Umbrella
,,NREL/glmgen,Umbrella
,,NREL/dencity-gem,Umbrella
,,NREL/OpenWARP,Umbrella
,,NREL/bioluc,Umbrella
,,NREL/ssc_api,Umbrella
,,NREL/EnergyPlusBuildSupport,Umbrella
,,NREL/openstudio-gbxml-validation,Umbrella
,,NREL/eere-femp-td-casestudies,Umbrella
,,NREL/eere-appliance-calculon,Umbrella
,,NREL/eere-sep-projects-map,Umbrella
,,NREL/waterfootprint,Umbrella
,,NREL/ie-data-collection-animation,Umbrella
,,NREL/volttron,Umbrella
,,NREL/omnibus-api-umbrella,Umbrella
,,NREL/api-umbrella-web,Umbrella
,,NREL/api-umbrella-gatekeeper,Umbrella
,,NREL/api-umbrella-config,Umbrella
,,NREL/api-umbrella-router,Umbrella
,,NREL/BACnet,Umbrella
,,NREL/DAKOTA_plugin,Umbrella
,,NREL/BACnet-state,Umbrella
,,NREL/HystepAnalysis,Umbrella
,,NREL/eere-govdelivery-subscription-api,Umbrella
,,NREL/dencity-scripts,Umbrella
,,NREL/incubatenergy.org,Umbrella
,,NREL/vagrant-boxes,Umbrella
,,NREL/hpxml2reso,Umbrella
,,NREL/solar-decathlon,Umbrella
,,NREL/streamm-BuildingBlocks,Umbrella
,,NREL/CampusEnergyModeling,Umbrella
,,NREL/streamm-opv-project,Umbrella
,,NREL/eere-eti-pacific-mapbox,Umbrella
,,NREL/EnergyPlusValidationReports,Umbrella
,,NREL/ie-techassistance-matrix,Umbrella
,,NREL/myRepo,Umbrella
,,NREL/chef-repo,Umbrella
,,energyapps/budget_workflow,Search Finding
,,energyapps/egallon-serve,Umbrella
,,energyapps/ng-exports,Umbrella
,,energyapps/eia-dataviz,Umbrella
,,energyapps/social-report,Umbrella
,,energyapps/embed-tests,Umbrella
,,energyapps/sotu-carbon,Umbrella
,,energyapps/energyintensity,Umbrella
,,energyapps/app_frame,Umbrella
,,energyapps/social-scraper,Umbrella
,,energyapps/social,Umbrella
,,energyapps/production-through-years,Umbrella
,,energyapps/production-2012,Umbrella
,,energyapps/consumption,Umbrella
,,energyapps/lpo-jekyll,Umbrella
,,energyapps/lightbulb-history,Umbrella
,,energyapps/utility-scale-solar-through-years,Umbrella
,,energyapps/how-much-spend-2012,Umbrella
,,energyapps/wind-through-years,Umbrella
,,energyapps/climate-vulnerabilities,Umbrella
,,energyapps/concentrated-solar-power,Umbrella
,,energyapps/egallon-old,Umbrella
,,energyapps/systemdown,Umbrella
,,energyapps/generator-energyapps,Search Finding
,,energyapps/app-frame-foundation,Umbrella
,,energyapps/consumption-d3,Umbrella
,,energyapps/turbine,Umbrella
,,energyapps/doe-budget,Umbrella
,,energyapps/bestpractices,Umbrella
,,energyapps/lpo,Umbrella
,,energyapps/labs,Umbrella
,,energyapps/templates,Umbrella
,,energyapps/geothermal,Umbrella
,,energyapps/wind-turbine-jekyll,Umbrella
,,energyapps/wind-vision,Umbrella
,,energyapps/quizzer,Umbrella
,,energyapps/labs_map,Umbrella
,,energyapps/Testing-Americas-Wind-Turbines,Umbrella
,,energyapps/EM_timeline,Umbrella
,,energyapps/PPPO_timeline,Umbrella
,,energyapps/solar,Umbrella
,,energyapps/energy-trail,Umbrella
,,energyapps/history-of-nuclear,Umbrella
,,energyapps/candy-calculator,Umbrella
,,energyapps/hydro-vision,Umbrella
,,energyapps/sunshot-vision,Umbrella
,,energyapps/burrito-calculator,Umbrella
,,energyapps/EM-before-after,Umbrella
,,energyapps/bbc-map,Umbrella
,,energyapps/co2,Umbrella
,,energyapps/utilities_data_processor,Umbrella
,,energyapps/climate-frame,Umbrella
,,energyapps/production-old,Umbrella
,,energyapps/quiz-template,Umbrella
,,energyapps/facilities,Umbrella
,,energyapps/power-plants-quiz,Umbrella
,,energyapps/grid-quiz,Umbrella
,,energyapps/china,Umbrella
,,energyapps/prod_over_years,Umbrella
,,energyapps/power-plants-map,Umbrella
,,energyapps/sankey-old,Umbrella
,,energyapps/CSP-OLD,Umbrella
,,energyapps/RSCII,Umbrella
,,energyapps/climate-vulnerability-old,Umbrella
,,DanielJWood/flaming-octo-ironman,Search Finding
,,erithmetic/energy-gov-data,Search Finding
,,boscomonkey/energy.gov.data,Search Finding
,,francois-baptiste/eere-offshore-wind-map,Search Finding
,,boscomonkey/catalyst-support,Search Finding
,,boscomonkey/solar-ready-vets,Search Finding
,,nuclearkatie/energy-data,Search Finding
,,ErickAdame/us_energy_analysis,Search Finding
,,MikeYatsenko/Energy-Data-Platform,Search Finding
,,boscomonkey/eere-exchange-microformats,Search Finding
,,energyRt/nrel.dev.api,Search Finding
,,mwvaughn/kidl-compiler,Search Finding
,,nuclearkatie/electricity-browser,Search Finding
,,narmour/KittenOS_FIRESTARTER,Search Finding
,,rshakhb10/alternative-fuel-stations-locator,Search Finding
,,knc6/JARVIS-FF,Search Finding
Department of Energy,129,,
,,desul/desul,Search Finding
,,PortlandStatePowerLab/doe-egot-system,Search Finding
,,bernhold/doe-proposal-latex-template,Search Finding
,,ORNL-AMO/AMO-Tools-Suite,Search Finding
,,ORNL-AMO/AMO-Tools-Desktop,Umbrella
,,ORNL-AMO/VERIFI,Umbrella
,,ORNL-AMO/Utility-Optical-Recognition,Umbrella
,,ORNL-AMO/Choose-Your-Own-Adventure,Umbrella
,,ORNL-AMO/MEASUR-Service,Umbrella
,,ORNL-AMO/sensorAPI,Umbrella
,,ORNL-AMO/Electrification-for-Decarbonization,Umbrella
,,ORNL-AMO/Co2-Savings,Umbrella
,,ORNL-AMO/Desktop-Digitizer,Umbrella
,,ORNL-AMO/Mimir,Umbrella
,,ORNL-AMO/ORNL-Weather,Umbrella
,,ORNL-AMO/dynamic_sankey,Umbrella
,,ORNL-AMO/ORNL-AMO.github.io,Umbrella
,,ORNL-AMO/Logger-Tool,Umbrella
,,ORNL-AMO/EnPI,Umbrella
,,ORNL-AMO/Py-EnPI,Umbrella
,,ORNL-AMO/Logtool,Umbrella
,,ORNL-AMO/Dynamic-Sankey,Umbrella
,,ORNL-AMO/Sliding-Regression-Tool,Umbrella
,,ORNL-AMO/PHASTEx,Umbrella
,,ORNL-AMO/PSAT,Umbrella
,,ORNL-AMO/PEPEx,Umbrella
,,ORNL-AMO/SSMT,Umbrella
,,boscomonkey/doe-datasets,Search Finding
,,energyapps/turbine,Search Finding
,,energyapps/budget_workflow,Umbrella
,,energyapps/egallon-serve,Umbrella
,,energyapps/ng-exports,Umbrella
,,energyapps/eia-dataviz,Umbrella
,,energyapps/social-report,Umbrella
,,energyapps/embed-tests,Umbrella
,,energyapps/sotu-carbon,Umbrella
,,energyapps/energyintensity,Umbrella
,,energyapps/app_frame,Umbrella
,,energyapps/social-scraper,Umbrella
,,energyapps/social,Umbrella
,,energyapps/production-through-years,Umbrella
,,energyapps/production-2012,Umbrella
,,energyapps/consumption,Umbrella
,,energyapps/lpo-jekyll,Umbrella
,,energyapps/lightbulb-history,Umbrella
,,energyapps/utility-scale-solar-through-years,Umbrella
,,energyapps/how-much-spend-2012,Umbrella
,,energyapps/wind-through-years,Umbrella
,,energyapps/climate-vulnerabilities,Umbrella
,,energyapps/concentrated-solar-power,Umbrella
,,energyapps/egallon-old,Umbrella
,,energyapps/systemdown,Umbrella
,,energyapps/generator-energyapps,Umbrella
,,energyapps/app-frame-foundation,Umbrella
,,energyapps/consumption-d3,Umbrella
,,energyapps/doe-budget,Umbrella
,,energyapps/bestpractices,Umbrella
,,energyapps/lpo,Umbrella
,,energyapps/labs,Umbrella
,,energyapps/templates,Umbrella
,,energyapps/geothermal,Umbrella
,,energyapps/wind-turbine-jekyll,Umbrella
,,energyapps/wind-vision,Umbrella
,,energyapps/quizzer,Umbrella
,,energyapps/labs_map,Umbrella
,,energyapps/Testing-Americas-Wind-Turbines,Umbrella
,,energyapps/EM_timeline,Umbrella
,,energyapps/PPPO_timeline,Umbrella
,,energyapps/solar,Umbrella
,,energyapps/energy-trail,Umbrella
,,energyapps/history-of-nuclear,Umbrella
,,energyapps/candy-calculator,Umbrella
,,energyapps/hydro-vision,Umbrella
,,energyapps/sunshot-vision,Umbrella
,,energyapps/burrito-calculator,Umbrella
,,energyapps/EM-before-after,Umbrella
,,energyapps/bbc-map,Umbrella
,,energyapps/co2,Umbrella
,,energyapps/utilities_data_processor,Umbrella
,,energyapps/climate-frame,Umbrella
,,energyapps/production-old,Umbrella
,,energyapps/quiz-template,Umbrella
,,energyapps/facilities,Umbrella
,,energyapps/power-plants-quiz,Umbrella
,,energyapps/grid-quiz,Umbrella
,,energyapps/china,Umbrella
,,energyapps/prod_over_years,Umbrella
,,energyapps/power-plants-map,Umbrella
,,energyapps/sankey-old,Umbrella
,,energyapps/CSP-OLD,Umbrella
,,energyapps/RSCII,Umbrella
,,energyapps/climate-vulnerability-old,Umbrella
,,NREL/EnergyIntensityIndicators,Search Finding
,,NREL/Radiance,Umbrella
,,NREL/SOEP-QSS,Umbrella
,,NREL/SOEP-QSS-Test,Umbrella
,,NREL/EnergyPlus,Umbrella
,,NREL/OpenStudio,Umbrella
,,NREL/flasc,Umbrella
,,NREL/SAM,Umbrella
,,NREL/osos,Umbrella
,,NREL/EnergyPlusBuildResults,Umbrella
,,NREL/GEOPHIRES-v2,Umbrella
,,NREL/BuildingMOTIF,Umbrella
,,NREL/nrel_bootstrap_module,Umbrella
,,NREL/opencommunications,Umbrella
,,NREL/PV_ICE,Umbrella
,,NREL/spargerDesign,Umbrella
,,NREL/HydroChrono,Umbrella
,,NREL/OpenStudio-HPXML,Umbrella
,,NREL/BUTTER-Empirical-Deep-Learning-Experimental-Framework,Umbrella
,,NREL/BuildingsBench,Umbrella
,,NREL/fastsim,Umbrella
,,NREL/resstock,Umbrella
,,NREL/wtDigiTwin,Umbrella
,,NREL/WindSE,Umbrella
,,NREL/engage,Umbrella
,,NREL/autoBW,Umbrella
,,NREL/OpenStudio-workflow-gem,Umbrella
,,NREL/openstudio-common-measures-gem,Umbrella
,,NREL/openstudio-web-gh,Umbrella
,,NREL/openstudio-standards,Umbrella
,,NREL/NRWAL,Umbrella
,,NREL/revruns,Umbrella
,,NREL/boptest-service,Umbrella
,,NREL/hive,Umbrella
,,NREL/REopt.jl,Umbrella
,,NREL/Spawn,Umbrella
,,NREL/buildstock-projections-docs,Umbrella
,,NREL/BEEAM,Umbrella
,,NREL/PVDegradationTools,Umbrella
,,NREL/HPC,Umbrella
,,NREL/rex,Umbrella
,,NREL/disco,Umbrella
,,NREL/E-Queue-HPC,Umbrella
,,NREL/ssc,Umbrella
,,NREL/sustainability.gov,Umbrella
,,NREL/buildstockbatch,Umbrella
,,NREL/REopt_API,Umbrella
,,NREL/eagle-jobs,Umbrella
,,NREL/OpenStudio-measure-tester-gem,Umbrella
,,NREL/openstudio-model-articulation-gem,Umbrella
,,NREL/docker-openstudio,Umbrella
,,NREL/ComStock.github.io,Umbrella
,,NREL/developer.nrel.gov,Umbrella
,,NREL/OpenStudio-analysis-gem,Umbrella
,,NREL/HDTADA,Umbrella
,,NREL/BDEM,Umbrella
,,NREL/EVOLVE,Umbrella
,,NREL/reView,Umbrella
,,NREL/ParaEMT_public,Umbrella
,,NREL/reV,Umbrella
,,NREL/ROSCO,Umbrella
,,NREL/Marmot,Umbrella
,,NREL/GhpGhx.jl,Umbrella
,,NREL/api-umbrella,Umbrella
,,NREL/EMeRGE,Umbrella
,,NREL/openstudio-ee-gem,Umbrella
,,NREL/HOPP,Umbrella
,,NREL/electrolyzer,Umbrella
,,NREL/EP-Launch,Umbrella
,,NREL/PyDSS,Umbrella
,,NREL/reVX,Umbrella
,,NREL/ditto,Umbrella
,,NREL/openstudio-calibration-gem,Umbrella
,,NREL/openstudio-load-flexibility-measures-gem,Umbrella
,,NREL/OpenOA,Umbrella
,,NREL/lk,Umbrella
,,NREL/alfalfa-helm,Umbrella
,,NREL/alfalfa,Umbrella
,,NREL/SolarPILOT,Umbrella
,,NREL/PyPSSE,Umbrella
,,NREL/wex,Umbrella
,,NREL/ABSiCE,Umbrella
,,NREL/VirtualEngineering,Umbrella
,,NREL/openstudio-revit-releases,Umbrella
,,NREL/Industry-Energy-Tool,Umbrella
,,NREL/Wattile,Umbrella
,,NREL/mesoflow,Umbrella
,,NREL/OPFLearn.jl,Umbrella
,,NREL/turbine-models,Umbrella
,,NREL/alfalfa-bacnet-bridge,Umbrella
,,NREL/Phase-space-sampling,Umbrella
,,NREL/openstudio-server-helm,Umbrella
,,NREL/OpenStudio-server,Umbrella
,,NREL/sup3r,Umbrella
,,NREL/SolTrace,Umbrella
,,NREL/erad,Umbrella
,,NREL/SOWFA-6,Umbrella
,,NREL/rdtools,Umbrella
,,NREL/OpenStudio-resources,Umbrella
,,NREL/gaps,Umbrella
,,NREL/CORAL,Umbrella
,,NREL/bsm-public,Umbrella
,,NREL/EnergyPlusRegressionTool,Umbrella
,,NREL/EMISAgentSimulation.jl,Umbrella
,,NREL/alfalfa-dependencies,Umbrella
,,NREL/openstudio-aedg-gem,Umbrella
,,NREL/floris,Umbrella
,,NREL/bifacial_radiance,Umbrella
,,NREL/openstudio-extension-gem,Umbrella
,,NREL/hescore-hpxml,Umbrella
,,NREL/eere_app_bootstrap,Umbrella
,,NREL/SAM-analyses,Umbrella
,,NREL/SERA-supply-chain-inputs,Umbrella
,,NREL/JuliaRegistry,Umbrella
,,NREL/EVVE,Umbrella
,,NREL/PLEXOSUtils.jl,Umbrella
,,NREL/gbxml-to-openstudio,Umbrella
,,NREL/thesource_bootstrap,Umbrella
,,NREL/Exagoop,Umbrella
,,NREL/battery_capacity_from_eis,Umbrella
,,NREL/AEflow,Umbrella
,,NREL/pCrunch,Umbrella
,,NREL/OpenStudio-ERI,Umbrella
,,NREL/OpenStudio-PAT,Umbrella
,,NREL/pvdaq_access,Umbrella
,,NREL/PathParser,Umbrella
,,NREL/pysam,Umbrella
,,NREL/OpenDSS-wrapper,Umbrella
,,NREL/REoptPlots.jl,Umbrella
,,NREL/energyplus-web-gh,Umbrella
,,NREL/tyche,Umbrella
,,NREL/G2Aero,Umbrella
,,NREL/BLAST-Lite,Umbrella
,,NREL/alfalfa-client,Umbrella
,,NREL/reV-tutorial,Umbrella
,,NREL/polyID,Umbrella
,,NREL/alfalfa-notebooks,Umbrella
,,NREL/REoptLite,Umbrella
,,NREL/docker-openstudio-jupyter,Umbrella
,,NREL/nrel_bootstrap,Umbrella
,,NREL/MoorPy,Umbrella
,,NREL/rlmolecule,Umbrella
,,NREL/openstudio-gems,Umbrella
,,NREL/HVACResourceMap,Umbrella
,,NREL/gdx-pandas,Umbrella
,,NREL/NREL-Beam-Characterization,Umbrella
,,NREL/PLEXOS2PRAS.jl,Umbrella
,,NREL/BESTEST-GSR,Umbrella
,,NREL/GHGRP-for-Energy,Umbrella
